63,145,233,150,3
37,130,250,187,2
41,130,204,172,1
56,120,236,178,1
57,120,354,163,0
57,140,192,148,0
56,140,294,153,1
44,120,263,173,1
52,172,199,162,2
57,150,168,174,2
54,140,239,160,0
48,130,275,139,2
49,130,266,171,1
64,110,211,144,3
58,150,283,162,3
50,120,219,158,2
58,120,340,172,2
66,150,226,114,3
43,150,247,171,0
69,140,239,151,3
59,135,234,161,0
44,130,233,179,2
42,140,226,178,0
61,150,243,137,2
40,140,199,178,3
71,160,302,162,1
59,150,212,157,2
51,110,175,123,2
65,140,417,157,2
53,130,197,152,2
41,105,198,168,1
65,120,177,140,0
44,130,219,188,1
54,125,273,152,2
51,125,213,125,3
46,142,177,160,2
54,135,304,170,2
54,150,232,165,2
65,155,269,148,2
65,160,360,151,2
51,140,308,142,2
48,130,245,180,1
45,104,208,148,0
53,130,264,143,0
39,140,321,182,2
52,120,325,172,1
44,140,235,180,2
47,138,257,156,2
53,128,216,115,2
53,138,234,160,0
51,130,256,149,2
66,120,302,151,0
62,130,231,146,2
44,108,141,175,2
63,135,252,172,2
52,134,201,158,1
48,122,222,186,0
45,115,260,185,0
34,118,182,174,3
57,128,303,159,0
71,110,265,130,2
54,108,309,156,1
52,118,186,190,3
41,135,203,132,1
58,140,211,165,2
35,138,183,182,0
51,100,222,143,2
45,130,234,175,1
44,120,220,170,1
62,124,209,163,0
54,120,258,147,2
51,94,227,154,2
29,130,204,202,1
51,140,261,186,0
43,122,213,165,2
55,135,250,161,1
51,125,245,166,2
59,140,221,164,1
52,128,205,184,1
58,105,240,154,2
41,112,250,179,2
45,128,308,170,1
60,102,318,160,2
52,152,298,178,3
42,102,265,122,0
67,115,564,160,2
68,118,277,151,2
46,101,197,156,1
54,110,214,158,2
58,100,248,122,0
48,124,255,175,2
